Created as New Dataset,Sample 359 By Analyst Date Thursday, February 06 2025
cm-1,%T
4000.00,87.99
3999.00,87.99
3998.00,87.99
3997.00,87.99
3996.00,87.98
3995.00,87.98
3994.00,87.98
3993.00,87.98
3992.00,87.98
3991.00,87.98
3990.00,87.98
3989.00,87.98
3988.00,87.98
3987.00,87.98
3986.00,87.98
3985.00,87.98
3984.00,87.98
3983.00,87.98
3982.00,87.98
3981.00,87.98
3980.00,87.98
3979.00,87.98
3978.00,87.98
3977.00,87.98
3976.00,87.98
3975.00,87.98
3974.00,87.98
3973.00,87.99
3972.00,87.99
3971.00,87.99
3970.00,87.99
3969.00,87.99
3968.00,87.99
3967.00,87.99
3966.00,87.99
3965.00,87.99
3964.00,87.99
3963.00,87.99
3962.00,87.99
3961.00,87.99
3960.00,87.99
3959.00,87.99
3958.00,87.99
3957.00,87.99
3956.00,87.99
3955.00,87.99
3954.00,87.99
3953.00,87.99
3952.00,87.99
3951.00,87.98
3950.00,87.98
3949.00,87.98
3948.00,87.97
3947.00,87.97
3946.00,87.98
3945.00,87.98
3944.00,87.98
3943.00,87.97
3942.00,87.97
3941.00,87.97
3940.00,87.97
3939.00,87.97
3938.00,87.97
3937.00,87.97
3936.00,87.97
3935.00,87.97
3934.00,87.97
3933.00,87.97
3932.00,87.97
3931.00,87.97
3930.00,87.97
3929.00,87.97
3928.00,87.98
3927.00,87.98
3926.00,87.98
3925.00,87.98
3924.00,87.97
3923.00,87.97
3922.00,87.98
3921.00,87.98
3920.00,87.97
3919.00,87.97
3918.00,87.98
3917.00,87.98
3916.00,87.98
3915.00,87.98
3914.00,87.99
3913.00,87.99
3912.00,87.99
3911.00,87.99
3910.00,87.99
3909.00,87.99
3908.00,87.99
3907.00,87.99
3906.00,87.99
3905.00,87.98
3904.00,87.96
3903.00,87.95
3902.00,87.95
3901.00,87.96
3900.00,87.97
3899.00,87.96
3898.00,87.96
3897.00,87.96
3896.00,87.96
3895.00,87.96
3894.00,87.96
3893.00,87.96
3892.00,87.96
3891.00,87.95
3890.00,87.94
3889.00,87.94
3888.00,87.95
3887.00,87.96
3886.00,87.95
3885.00,87.94
3884.00,87.95
3883.00,87.96
3882.00,87.97
3881.00,87.96
3880.00,87.94
3879.00,87.93
3878.00,87.94
3877.00,87.96
3876.00,87.97
3875.00,87.96
3874.00,87.95
3873.00,87.94
3872.00,87.95
3871.00,87.97
3870.00,87.96
3869.00,87.95
3868.00,87.96
3867.00,87.98
3866.00,87.98
3865.00,87.97
3864.00,87.95
3863.00,87.95
3862.00,87.96
3861.00,87.97
3860.00,87.97
3859.00,87.97
3858.00,87.98
3857.00,88.00
3856.00,88.02
3855.00,88.04
3854.00,88.03
3853.00,88.02
3852.00,88.02
3851.00,88.04
3850.00,88.03
3849.00,88.00
3848.00,87.97
3847.00,87.96
3846.00,87.96
3845.00,87.96
3844.00,87.96
3843.00,87.96
3842.00,87.95
3841.00,87.96
3840.00,87.97
3839.00,87.97
3838.00,87.97
3837.00,87.97
3836.00,87.97
3835.00,87.97
3834.00,87.97
3833.00,87.96
3832.00,87.95
3831.00,87.94
3830.00,87.94
3829.00,87.95
3828.00,87.96
3827.00,87.96
3826.00,87.94
3825.00,87.94
3824.00,87.95
3823.00,87.97
3822.00,87.97
3821.00,87.95
3820.00,87.93
3819.00,87.94
3818.00,87.97
3817.00,87.98
3816.00,87.98
3815.00,87.97
3814.00,87.98
3813.00,88.00
3812.00,87.99
3811.00,87.97
3810.00,87.96
3809.00,87.97
3808.00,87.98
3807.00,87.98
3806.00,87.97
3805.00,87.97
3804.00,87.99
3803.00,88.00
3802.00,87.99
3801.00,87.97
3800.00,87.97
3799.00,87.99
3798.00,87.99
3797.00,87.97
3796.00,87.95
3795.00,87.95
3794.00,87.96
3793.00,87.97
3792.00,87.97
